,Name,Super Power,Super Power Processed
638,Bird-Man,Natural Weapons,Natural Weapons
639,Bird-Man II,Flight,F l i g h t
640,Bird-Man II,Power Suit,Power Suit
641,Birdman,Agility,A g i l i t y
642,Birdman,Energy Absorption,Energy Absorption
643,Birdman,Flight,F l i g h t
644,Birdman,Longevity,Longevity
645,Birdman,Intelligence,Intelligence
646,Birdman,Super Strength,Super Strength
647,Birdman,Energy Blasts,Energy Blasts
648,Birdman,Stamina,S t a m i n a
649,Birdman,Immortality,Immortality
650,Birdman,Force Fields,Force Fields
651,Bishop,Accelerated Healing,Accelerated Healing
652,Bishop,Energy Absorption,Energy Absorption
653,Bishop,Super Strength,Super Strength
654,Bishop,Energy Blasts,Energy Blasts
655,Bishop,Stamina,S t a m i n a
656,Bishop,Invulnerability,Invulnerability
657,Bishop,Time Travel,Time Travel
658,Bishop,Energy Resistance,Energy Resistance
659,Bizarro,Agility,A g i l i t y
660,Bizarro,Accelerated Healing,Accelerated Healing
661,Bizarro,Durability,Durability
662,Bizarro,Energy Absorption,Energy Absorption
663,Bizarro,Flight,F l i g h t
664,Bizarro,Marksmanship,Marksmanship
665,Bizarro,Longevity,Longevity
666,Bizarro,Super Strength,Super Strength
667,Bizarro,Cryokinesis,Cryokinesis
668,Bizarro,Stamina,S t a m i n a
669,Bizarro,Super Speed,Super Speed
670,Bizarro,Enhanced Senses,Enhanced Senses
671,Bizarro,Jump,J u m p
672,Bizarro,Invulnerability,Invulnerability
673,Bizarro,Self-Sustenance,Self-Sustenance
674,Bizarro,Enhanced Hearing,Enhanced Hearing
675,Bizarro,Hypnokinesis,Hypnokinesis
676,Bizarro,Enhanced Sight,Enhanced Sight
677,Bizarro,Vision - Telescopic,Vision - Telescopic
678,Bizarro,Vision - Microscopic,Vision - Microscopic
679,Bizarro,Super Breath,Super Breath
680,Bizarro,Vision - X-Ray,Vision - X-Ray
681,Bizarro,Vision - Cryo,Vision - Cryo
682,Bizarro-Girl,Agility,A g i l i t y
683,Bizarro-Girl,Accelerated Healing,Accelerated Healing
684,Bizarro-Girl,Durability,Durability
685,Bizarro-Girl,Energy Absorption,Energy Absorption
686,Bizarro-Girl,Flight,F l i g h t
687,Bizarro-Girl,Super Strength,Super Strength
688,Bizarro-Girl,Stamina,S t a m i n a
689,Bizarro-Girl,Super Speed,Super Speed
690,Bizarro-Girl,Enhanced Senses,Enhanced Senses
691,Bizarro-Girl,Jump,J u m p
692,Bizarro-Girl,Enhanced Memory,Enhanced Memory
693,Bizarro-Girl,Reflexes,Reflexes
694,Bizarro-Girl,Invulnerability,Invulnerability
695,Bizarro-Girl,Enhanced Hearing,Enhanced Hearing
696,Bizarro-Girl,Enhanced Sight,Enhanced Sight
697,Bizarro-Girl,Vision - Telescopic,Vision - Telescopic
698,Bizarro-Girl,Toxin and Disease Resistance,"Toxin,Disease Resis"
699,Bizarro-Girl,Vision - Microscopic,Vision - Microscopic
700,Bizarro-Girl,Super Breath,Super Breath
701,Bizarro-Girl,Vision - Cryo,Vision - Cryo
702,Black Abbott,Telepathy,Telepathy
703,Black Abbott,Energy Blasts,Energy Blasts
704,Black Abbott,Telekinesis,Telekinesis
705,Black Abbott,Mind Control,Mind Control
706,Black Abbott,Mind Blast,Mind Blast
707,Black Adam,Accelerated Healing,Accelerated Healing
708,Black Adam,Flight,F l i g h t
709,Black Adam,Longevity,Longevity
710,Black Adam,Intelligence,Intelligence
711,Black Adam,Super Strength,Super Strength
712,Black Adam,Energy Blasts,Energy Blasts
713,Black Adam,Stamina,S t a m i n a
714,Black Adam,Super Speed,Super Speed
715,Black Adam,Telekinesis,Telekinesis
716,Black Adam,Magic,M a g i c
717,Black Adam,Clairvoyance,Clairvoyance
718,Black Adam,Invulnerability,Invulnerability
719,Black Adam,Self-Sustenance,Self-Sustenance
720,Black Adam,Enhanced Hearing,Enhanced Hearing
721,Black Bolt,Agility,A g i l i t y
722,Black Bolt,Durability,Durability
723,Black Bolt,Energy Absorption,Energy Absorption
724,Black Bolt,Flight,F l i g h t
725,Black Bolt,Longevity,Longevity
726,Black Bolt,Super Strength,Super Strength
727,Black Bolt,Telepathy,Telepathy
728,Black Bolt,Energy Blasts,Energy Blasts
729,Black Bolt,Stamina,S t a m i n a
730,Black Bolt,Super Speed,Super Speed
731,Black Bolt,Reflexes,Reflexes
732,Black Bolt,Molecular Manipulation,Molecular Manipulation
733,Black Bolt,Sonic Scream,Sonic Scream
734,Black Canary,Agility,A g i l i t y
735,Black Canary,Stealth,S t e a l t h
736,Black Canary,Marksmanship,Marksmanship
737,Black Canary,Weapons Master,Weapons Master
738,Black Canary,Intelligence,Intelligence
739,Black Canary,Stamina,S t a m i n a
740,Black Canary,Audio Control,Audio Control
741,Black Canary,Reflexes,Reflexes
742,Black Canary,Sonic Scream,Sonic Scream
743,Black Cat,Agility,A g i l i t y
744,Black Cat,Super Strength,Super Strength
745,Black Cat,Stamina,S t a m i n a
746,Black Cat,Super Speed,Super Speed
747,Black Cat,Reflexes,Reflexes
748,Black Cat,Probability Manipulation,Prob Manipulation
749,Black Cat,Vision - Infrared,Vision - Infrared
750,Black Flash,Agility,A g i l i t y
751,Black Flash,Stealth,S t e a l t h
752,Black Flash,Flight,F l i g h t
753,Black Flash,Super Strength,Super Strength
754,Black Flash,Stamina,S t a m i n a
755,Black Flash,Super Speed,Super Speed
756,Black Flash,Death Touch,Death Touch
757,Black Flash,Enhanced Senses,Enhanced Senses
758,Black Flash,Dimensional Travel,Dimensional Travel
759,Black Flash,Immortality,Immortality
760,Black Flash,Intangibility,Intangibility
761,Black Flash,Natural Weapons,Natural Weapons
762,Black Flash,Time Manipulation,Time Manipulation
763,Black Knight III,Weapon-based Powers,Weapon-based Powers
764,Black Lightning,Energy Absorption,Energy Absorption
765,Black Lightning,Flight,F l i g h t
766,Black Lightning,Energy Blasts,Energy Blasts
767,Black Lightning,Electrokinesis,Electrokinesis
768,Black Lightning,Peak Human Condition,Peak Human Condition
769,Black Lightning,Force Fields,Force Fields
770,Black Lightning,Energy Manipulation,Energy Manipulation
771,Black Mamba,Darkforce Manipulation,Darkforce Manipulation
772,Black Mamba,Hypnokinesis,Hypnokinesis
773,Black Mamba,Illusions,Illusions
774,Black Manta,Agility,A g i l i t y
775,Black Manta,Cold Resistance,Cold Resistance
776,Black Manta,Durability,Durability
777,Black Manta,Stealth,S t e a l t h
778,Black Manta,Underwater breathing,Underwater breathing
779,Black Manta,Marksmanship,Marksmanship
780,Black Manta,Weapons Master,Weapons Master
781,Black Manta,Super Strength,Super Strength
782,Black Manta,Energy Blasts,Energy Blasts
783,Black Manta,Stamina,S t a m i n a
784,Black Manta,Super Speed,Super Speed
785,Black Manta,Jump,J u m p
786,Black Manta,Peak Human Condition,Peak Human Condition
787,Black Manta,Camouflage,Camouflage
788,Black Manta,Power Suit,Power Suit
789,Black Manta,Vision - Telescopic,Vision - Telescopic
790,Black Manta,Sub-Mariner,Sub-Mariner
791,Black Manta,Vision - Infrared,Vision - Infrared
792,Black Panther,Agility,A g i l i t y
793,Black Panther,Stealth,S t e a l t h
794,Black Panther,Marksmanship,Marksmanship
795,Black Panther,Weapons Master,Weapons Master
796,Black Panther,Stamina,S t a m i n a
797,Black Panther,Enhanced Senses,Enhanced Senses
798,Black Panther,Peak Human Condition,Peak Human Condition
799,Black Panther,Enhanced Memory,Enhanced Memory
800,Black Panther,Reflexes,Reflexes
801,Black Panther,Enhanced Hearing,Enhanced Hearing
802,Black Panther,Enhanced Smell,Enhanced Smell
803,Black Panther,Vision - Telescopic,Vision - Telescopic
804,Black Panther,Vision - Night,Vision - Night
805,Black Vulcan,Flight,F l i g h t
806,Black Vulcan,Super Speed,Super Speed
807,Black Vulcan,Electrokinesis,Electrokinesis
808,Black Vulcan,Time Travel,Time Travel
809,Black Widow,Agility,A g i l i t y
810,Black Widow,Stealth,S t e a l t h
811,Black Widow,Marksmanship,Marksmanship
812,Black Widow,Weapons Master,Weapons Master
813,Black Widow,Longevity,Longevity
814,Black Widow,Intelligence,Intelligence
815,Black Widow,Stamina,S t a m i n a
816,Black Widow,Peak Human Condition,Peak Human Condition
817,Black Widow,Reflexes,Reflexes
818,Blackout,Agility,A g i l i t y
819,Blackout,Accelerated Healing,Accelerated Healing
820,Blackout,Durability,Durability
821,Blackout,Super Strength,Super Strength
822,Blackout,Stamina,S t a m i n a
823,Blackout,Super Speed,Super Speed
824,Blackout,Camouflage,Camouflage
825,Blackout,Reflexes,Reflexes
826,Blackout,Vision - Telescopic,Vision - Telescopic
827,Blackout,Vision - Night,Vision - Night
828,Blackwing,Flight,F l i g h t
829,Blackwing,Telepathy,Telepathy
830,Blackwulf,Durability,Durability
831,Blackwulf,Super Strength,Super Strength
832,Blackwulf,Energy Blasts,Energy Blasts
833,Blackwulf,Death Touch,Death Touch
834,Blade,Agility,A g i l i t y
835,Blade,Accelerated Healing,Accelerated Healing
836,Blade,Weapons Master,Weapons Master
837,Blade,Super Strength,Super Strength
838,Blade,Stamina,S t a m i n a
839,Blade,Super Speed,Super Speed
840,Blade,Enhanced Senses,Enhanced Senses
841,Blade,Enhanced Hearing,Enhanced Hearing
842,Blade,Enhanced Smell,Enhanced Smell
843,Blade,Vision - Telescopic,Vision - Telescopic
844,Blade,Vision - Night,Vision - Night
845,Bling!,Durability,Durability
846,Bling!,Natural Armor,Natural Armor
847,Bling!,Natural Weapons,Natural Weapons
848,Blink,Teleportation,Teleportation
849,Blizzard,Cryokinesis,Cryokinesis
850,Blizzard,Weapon-based Powers,Weapon-based Powers
851,Blizzard II,Cryokinesis,Cryokinesis
852,Blob,Durability,Durability
853,Blob,Super Strength,Super Strength
854,Blob,Gravity Control,Gravity Control
855,Bloodaxe,Agility,A g i l i t y
856,Bloodaxe,Durability,Durability
857,Bloodaxe,Super Strength,Super Strength
858,Bloodaxe,Cryokinesis,Cryokinesis
859,Bloodaxe,Energy Blasts,Energy Blasts
860,Bloodaxe,Stamina,S t a m i n a
861,Bloodaxe,Super Speed,Super Speed
862,Bloodaxe,Weapon-based Powers,Weapon-based Powers
863,Bloodaxe,Teleportation,Teleportation
864,Bloodaxe,Fire Control,Fire Control
865,Bloodaxe,Reflexes,Reflexes
866,Bloodaxe,Invulnerability,Invulnerability
867,Bloodaxe,Magnetism,Magnetism
868,Bloodhawk,Flight,F l i g h t
869,Bloodhawk,Enhanced Senses,Enhanced Senses
870,Bloodhawk,Shapeshifting,Shapeshifting
871,Bloodhawk,Regeneration,Regeneration
872,Bloodhawk,Natural Weapons,Natural Weapons
873,Bloodhawk,Radiation Immunity,Radiation Immunity
874,Bloodhawk,Toxin and Disease Resistance,"Toxin,Disease Resis"
875,Bloodwraith,Energy Absorption,Energy Absorption
876,Bloodwraith,Weapons Master,Weapons Master
877,Bloodwraith,Super Strength,Super Strength
878,Bloodwraith,Energy Blasts,Energy Blasts
879,Bloodwraith,Weapon-based Powers,Weapon-based Powers
880,Bloodwraith,Teleportation,Teleportation
881,Bloodwraith,Telekinesis,Telekinesis
882,Bloodwraith,Magic,M a g i c
883,Bloodwraith,Invulnerability,Invulnerability
884,Blue Beetle,Flight,F l i g h t
885,Blue Beetle,Super Strength,Super Strength
886,Blue Beetle,Energy Blasts,Energy Blasts
887,Blue Beetle II,Intelligence,Intelligence
888,Blue Beetle III,Agility,A g i l i t y
889,Blue Beetle III,Accelerated Healing,Accelerated Healing
890,Blue Beetle III,Cold Resistance,Cold Resistance
891,Blue Beetle III,Flight,F l i g h t
892,Blue Beetle III,Super Strength,Super Strength
893,Blue Beetle III,Energy Blasts,Energy Blasts
894,Blue Beetle III,Force Fields,Force Fields
895,Blue Beetle III,Technopath/Cyberpath,Technopath/Cyberpath
896,Blue Beetle III,Power Suit,Power Suit
897,Blue Beetle III,Energy Manipulation,Energy Manipulation
898,Blue Beetle III,Heat Resistance,Heat Resistance
899,Blue Beetle III,Symbiote Costume,Symbiote Costume
900,Blue Streak,Accelerated Healing,Accelerated Healing
901,Blue Streak,Super Speed,Super Speed
902,Blue Streak,Power Suit,Power Suit
903,Boba Fett,Agility,A g i l i t y
904,Boba Fett,Stealth,S t e a l t h
905,Boba Fett,Flight,F l i g h t
906,Boba Fett,Marksmanship,Marksmanship
907,Boba Fett,Weapons Master,Weapons Master
908,Boba Fett,Intelligence,Intelligence
909,Boba Fett,Stamina,S t a m i n a
910,Boba Fett,Enhanced Hearing,Enhanced Hearing
911,Boba Fett,Enhanced Sight,Enhanced Sight
912,Boba Fett,Power Suit,Power Suit
913,Boba Fett,Radar Sense,Radar Sense
914,Bomb Queen,Accelerated Healing,Accelerated Healing
915,Bomb Queen,Energy Blasts,Energy Blasts
916,Boom-Boom,Agility,A g i l i t y
917,Boom-Boom,Energy Absorption,Energy Absorption
918,Boom-Boom,Energy Blasts,Energy Blasts
919,Boom-Boom,Energy Beams,Energy Beams
920,Boom-Boom,Psionic Powers,Psionic Powers
921,Boom-Boom,Energy Manipulation,Energy Manipulation
922,Booster Gold,Agility,A g i l i t y
923,Booster Gold,Durability,Durability
924,Booster Gold,Flight,F l i g h t
925,Booster Gold,Weapons Master,Weapons Master
926,Booster Gold,Longevity,Longevity
927,Booster Gold,Intelligence,Intelligence
928,Booster Gold,Super Strength,Super Strength
929,Booster Gold,Energy Blasts,Energy Blasts
930,Booster Gold,Enhanced Senses,Enhanced Senses
931,Booster Gold,Invulnerability,Invulnerability
932,Booster Gold,Force Fields,Force Fields
933,Booster Gold,Precognition,Precognition
934,Booster Gold,Enhanced Hearing,Enhanced Hearing
935,Booster Gold,Power Suit,Power Suit
936,Booster Gold,Time Travel,Time Travel
937,Booster Gold,Time Manipulation,Time Manipulation
938,Booster Gold,Vision - Infrared,Vision - Infrared
939,Booster Gold,Vision - X-Ray,Vision - X-Ray
940,Box IV,Telekinesis,Telekinesis
941,Bradley,Electrokinesis,Electrokinesis
942,Brainiac,Durability,Durability
943,Brainiac,Flight,F l i g h t
944,Brainiac,Longevity,Longevity
945,Brainiac,Intelligence,Intelligence
946,Brainiac,Super Strength,Super Strength
947,Brainiac,Telepathy,Telepathy
948,Brainiac,Super Speed,Super Speed
949,Brainiac,Telekinesis,Telekinesis
950,Brainiac,Force Fields,Force Fields
951,Brainiac,Self-Sustenance,Self-Sustenance
952,Brainiac,Omnilingualism,Omnilingualism
953,Brainiac 5,Intelligence,Intelligence
954,Brainiac 5,Energy Beams,Energy Beams
955,Brainiac 5,Force Fields,Force Fields
956,Brother Voodoo,Magic,M a g i c
957,Brundlefly,Agility,A g i l i t y
958,Brundlefly,Stealth,S t e a l t h
959,Brundlefly,Super Strength,Super Strength
960,Brundlefly,Stamina,S t a m i n a
961,Brundlefly,Toxin and Disease Control,"Toxin,Disease Control"
962,Brundlefly,Wallcrawling,Wallcrawling
963,Buffy,Agility,A g i l i t y
964,Buffy,Accelerated Healing,Accelerated Healing
965,Buffy,Durability,Durability
966,Buffy,Stealth,S t e a l t h
967,Buffy,Danger Sense,Danger Sense
968,Buffy,Super Strength,Super Strength
969,Buffy,Stamina,S t a m i n a
970,Buffy,Super Speed,Super Speed
971,Buffy,Enhanced Memory,Enhanced Memory
972,Buffy,Reflexes,Reflexes
973,Buffy,Psionic Powers,Psionic Powers
974,Buffy,Vision - Telescopic,Vision - Telescopic
975,Bullseye,Durability,Durability
976,Bullseye,Marksmanship,Marksmanship
977,Bullseye,Weapons Master,Weapons Master
978,Bumblebee,Stealth,S t e a l t h
979,Bumblebee,Flight,F l i g h t
980,Bumblebee,Intelligence,Intelligence
981,Bumblebee,Super Strength,Super Strength
982,Bumblebee,Energy Blasts,Energy Blasts
983,Bumblebee,Size Changing,Size Changing
984,Bumblebee,Stamina,S t a m i n a
985,Bumblebee,Electrokinesis,Electrokinesis
986,Bumblebee,Enhanced Sight,Enhanced Sight
987,Bumblebee,Power Suit,Power Suit
988,Bumbleboy,Flight,F l i g h t
989,Bumbleboy,Telepathy,Telepathy
990,Bushido,Agility,A g i l i t y
991,Bushido,Weapons Master,Weapons Master
992,Cable,Agility,A g i l i t y
993,Cable,Accelerated Healing,Accelerated Healing
994,Cable,Durability,Durability
995,Cable,Stealth,S t e a l t h
996,Cable,Flight,F l i g h t
997,Cable,Marksmanship,Marksmanship
998,Cable,Weapons Master,Weapons Master
999,Cable,Intelligence,Intelligence
1000,Cable,Super Strength,Super Strength
1001,Cable,Telepathy,Telepathy
1002,Cable,Energy Blasts,Energy Blasts
1003,Cable,Stamina,S t a m i n a
1004,Cable,Dexterity,Dexterity
1005,Cable,Super Speed,Super Speed
1006,Cable,Teleportation,Teleportation
1007,Cable,Telekinesis,Telekinesis
1008,Cable,Astral Projection,Astral Projection
1009,Cable,Force Fields,Force Fields
1010,Cable,Psionic Powers,Psionic Powers
1011,Cable,Technopath/Cyberpath,Technopath/Cyberpath
1012,Cable,Precognition,Precognition
1013,Cable,Mind Control,Mind Control
1014,Cable,Molecular Manipulation,Molecular Manipulation
1015,Cable,Mind Blast,Mind Blast
1016,Cable,Time Travel,Time Travel
1017,Cable,Illusions,Illusions
1018,Cable,Cloaking,Cloaking
1019,Cable,Telepathy Resistance,Telepathy Resistance
1020,Cable,Mind Control Resistance,Mind Control Resis
1021,Cable,Vision - Thermal,Vision - Thermal
1022,Callisto,Agility,A g i l i t y
1023,Callisto,Accelerated Healing,Accelerated Healing
1024,Callisto,Super Strength,Super Strength
1025,Callisto,Enhanced Senses,Enhanced Senses
1026,Callisto,Reflexes,Reflexes
1027,Callisto,Wallcrawling,Wallcrawling
1028,Callisto,Vision - Night,Vision - Night
1029,Cameron Hicks,Marksmanship,Marksmanship
1030,Cameron Hicks,Hyperkinesis,Hyperkinesis
1031,Cameron Hicks,Spatial Awareness,Spatial Awareness
1032,Cannonball,Energy Absorption,Energy Absorption
1033,Cannonball,Flight,F l i g h t
1034,Cannonball,Energy Armor,Energy Armor
1035,Cannonball,Super Speed,Super Speed
1036,Cannonball,Immortality,Immortality
1037,Captain America,Agility,A g i l i t y
1038,Captain America,Durability,Durability
1039,Captain America,Stealth,S t e a l t h
1040,Captain America,Marksmanship,Marksmanship
1041,Captain America,Weapons Master,Weapons Master
1042,Captain America,Longevity,Longevity
1043,Captain America,Stamina,S t a m i n a
1044,Captain America,Weapon-based Powers,Weapon-based Powers
1045,Captain America,Peak Human Condition,Peak Human Condition
1046,Captain America,Reflexes,Reflexes
1047,Captain Atom,Agility,A g i l i t y
1048,Captain Atom,Accelerated Healing,Accelerated Healing
1049,Captain Atom,Energy Absorption,Energy Absorption
1050,Captain Atom,Flight,F l i g h t
1051,Captain Atom,Weapons Master,Weapons Master
1052,Captain Atom,Super Strength,Super Strength
1053,Captain Atom,Energy Blasts,Energy Blasts
1054,Captain Atom,Super Speed,Super Speed
1055,Captain Atom,Enhanced Senses,Enhanced Senses
1056,Captain Atom,Immortality,Immortality
1057,Captain Atom,Phasing,P h a s i n g
1058,Captain Atom,Invulnerability,Invulnerability
1059,Captain Atom,Force Fields,Force Fields
1060,Captain Atom,Self-Sustenance,Self-Sustenance
1061,Captain Atom,Radiation Control,Radiation Control
1062,Captain Atom,Technopath/Cyberpath,Technopath/Cyberpath
1063,Captain Atom,Natural Armor,Natural Armor
1064,Captain Atom,Enhanced Sight,Enhanced Sight
1065,Captain Atom,Molecular Manipulation,Molecular Manipulation
1066,Captain Atom,Heat Generation,Heat Generation
1067,Captain Atom,Energy Manipulation,Energy Manipulation
1068,Captain Atom,Time Travel,Time Travel
1069,Captain Atom,Radiation Immunity,Radiation Immunity
1070,Captain Atom,Energy Resistance,Energy Resistance
1071,Captain Atom,Time Manipulation,Time Manipulation
1072,Captain Atom,Invisibility,Invisibility
1073,Captain Atom,Radiation Absorption,Radiation Absorption
1074,Captain Britain,Agility,A g i l i t y
1075,Captain Britain,Durability,Durability
1076,Captain Britain,Stealth,S t e a l t h
1077,Captain Britain,Flight,F l i g h t
1078,Captain Britain,Super Strength,Super Strength
1079,Captain Britain,Stamina,S t a m i n a
1080,Captain Britain,Super Speed,Super Speed
1081,Captain Britain,Enhanced Senses,Enhanced Senses
1082,Captain Britain,Reflexes,Reflexes
1083,Captain Britain,Force Fields,Force Fields
